""
"Test Method","SMA-CFTC.msm"
"Sample I. D.","Sample89.mss"
"Specimen Number","1"

"Time (h)","Load (N)","Crosshead (in)","Temperature Chamber (C)","Extension (mm)","Stress (MPa)"
3.116,45.700,0.25185,-16.10,6.134,100.212
3.116,45.699,0.25179,-16.10,6.133,100.209
3.117,45.706,0.25173,-16.00,6.131,100.225
3.117,45.715,0.25167,-15.90,6.130,100.244
3.117,45.712,0.25160,-15.90,6.128,100.237
3.118,45.695,0.25154,-15.80,6.127,100.201
3.118,45.696,0.25148,-15.80,6.125,100.202
3.118,45.712,0.25143,-15.70,6.124,100.237
3.118,45.699,0.25137,-15.70,6.122,100.210
3.119,45.692,0.25131,-15.70,6.121,100.194
3.119,45.699,0.25125,-15.60,6.119,100.208
3.119,45.691,0.25119,-15.50,6.118,100.192
3.119,45.715,0.25112,-15.50,6.116,100.244
3.120,45.711,0.25105,-15.40,6.114,100.236
3.120,45.715,0.25099,-15.30,6.113,100.244
3.120,45.722,0.25092,-15.30,6.111,100.260
3.121,45.723,0.25084,-15.20,6.109,100.262
3.121,45.718,0.25078,-15.10,6.107,100.250
3.121,45.717,0.25071,-15.10,6.106,100.248
3.121,45.723,0.25065,-15.00,6.104,100.262
3.122,45.734,0.25057,-14.90,6.102,100.286
3.122,45.715,0.25049,-14.90,6.100,100.244
3.122,45.732,0.25041,-14.90,6.098,100.282
3.123,45.730,0.25033,-14.80,6.096,100.278
3.123,45.719,0.25026,-14.80,6.094,100.253
3.123,45.721,0.25019,-14.70,6.092,100.258
3.123,45.708,0.25011,-14.60,6.090,100.228
3.124,45.725,0.25004,-14.60,6.088,100.266
3.124,45.720,0.24996,-14.50,6.086,100.255
3.124,45.722,0.24989,-14.40,6.085,100.259
3.124,45.724,0.24981,-14.40,6.083,100.263
3.125,45.725,0.24973,-14.30,6.081,100.266
3.125,45.747,0.24965,-14.20,6.079,100.315
3.125,45.746,0.24957,-14.20,6.077,100.313
3.126,45.705,0.24949,-14.20,6.075,100.223
3.126,45.743,0.24942,-14.00,6.073,100.305
3.126,45.762,0.24933,-14.00,6.071,100.347
3.126,45.733,0.24924,-13.90,6.068,100.283
3.127,45.727,0.24916,-13.80,6.066,100.269
3.127,45.706,0.24909,-13.80,6.064,100.224
3.127,45.742,0.24900,-13.80,6.062,100.303
3.128,45.728,0.24891,-13.70,6.060,100.272
3.128,45.750,0.24883,-13.70,6.058,100.320
3.128,45.697,0.24875,-13.60,6.056,100.205
3.128,45.703,0.24869,-13.50,6.054,100.218
3.129,45.743,0.24862,-13.50,6.052,100.306
3.129,45.743,0.24854,-13.40,6.050,100.305
3.129,45.746,0.24845,-13.30,6.048,100.313
3.129,45.740,0.24838,-13.30,6.046,100.299
3.130,45.761,0.24829,-13.20,6.044,100.344
3.130,45.738,0.24820,-13.10,6.042,100.294
3.130,45.740,0.24812,-13.10,6.040,100.299
3.131,45.724,0.24804,-13.00,6.038,100.264
3.131,45.769,0.24794,-12.90,6.035,100.363
3.131,45.733,0.24786,-12.90,6.033,100.284
3.131,45.785,0.24775,-12.80,6.030,100.398
3.132,45.752,0.24765,-12.70,6.028,100.326
3.132,45.732,0.24755,-12.70,6.025,100.281
3.132,45.763,0.24745,-12.70,6.023,100.348
3.133,45.771,0.24735,-12.60,6.020,100.366
3.133,45.740,0.24726,-12.60,6.018,100.298
3.133,45.779,0.24716,-12.50,6.015,100.384
3.133,45.783,0.24706,-12.46,6.013,100.394
3.134,45.790,0.24696,-12.30,6.010,100.408
3.134,45.755,0.24685,-12.20,6.007,100.331
3.134,45.796,0.24674,-12.20,6.005,100.423
3.134,45.811,0.24662,-12.10,6.002,100.455
3.135,45.761,0.24651,-12.10,5.999,100.344
3.135,45.757,0.24640,-12.10,5.996,100.337
3.135,45.781,0.24630,-12.00,5.993,100.390
3.136,45.775,0.24619,-11.90,5.991,100.376
3.136,45.748,0.24608,-11.90,5.988,100.317
3.136,45.756,0.24599,-11.80,5.986,100.333
3.136,45.771,0.24589,-11.80,5.983,100.367
3.137,45.820,0.24578,-11.80,5.980,100.475
3.137,45.771,0.24566,-11.70,5.977,100.367
3.137,45.782,0.24555,-11.60,5.974,100.390
3.138,45.789,0.24544,-11.60,5.972,100.406
3.138,45.806,0.24532,-11.50,5.969,100.444
3.138,45.789,0.24520,-11.40,5.966,100.407
3.138,45.823,0.24507,-11.40,5.962,100.482
3.139,45.834,0.24494,-11.30,5.959,100.504
3.139,45.859,0.24480,-11.20,5.955,100.560
3.139,45.850,0.24465,-11.20,5.951,100.539
3.139,45.831,0.24450,-11.10,5.948,100.498
3.140,45.857,0.24436,-11.00,5.944,100.556
3.140,45.836,0.24422,-11.00,5.941,100.509
3.140,45.817,0.24408,-10.90,5.937,100.467
3.141,45.822,0.24394,-10.70,5.934,100.479
3.141,45.834,0.24380,-10.70,5.930,100.504
3.141,45.808,0.24366,-10.70,5.926,100.447
3.141,45.807,0.24354,-10.60,5.923,100.446
3.142,45.827,0.24341,-10.60,5.920,100.490
3.142,45.795,0.24328,-10.50,5.917,100.419
3.142,45.802,0.24316,-10.40,5.914,100.435
3.143,45.803,0.24304,-10.40,5.911,100.436
3.143,45.821,0.24292,-10.30,5.908,100.477
3.143,45.820,0.24278,-10.20,5.904,100.474
3.143,45.777,0.24266,-10.20,5.901,100.381
3.144,45.806,0.24255,-10.00,5.898,100.444
3.144,45.789,0.24243,-9.90,5.895,100.405
3.144,45.790,0.24231,-9.90,5.892,100.408
3.144,45.770,0.24220,-9.90,5.889,100.364
3.145,45.803,0.24208,-9.70,5.886,100.436
3.145,45.798,0.24197,-9.70,5.883,100.427
3.145,45.793,0.24184,-9.60,5.880,100.415
3.146,45.804,0.24173,-9.60,5.877,100.439
3.146,45.779,0.24161,-9.60,5.874,100.385
3.146,45.783,0.24148,-9.50,5.871,100.392
3.146,45.804,0.24137,-9.30,5.868,100.440
3.147,45.753,0.24125,-9.30,5.865,100.327
3.147,45.757,0.24114,-9.30,5.862,100.337
3.147,45.781,0.24104,-9.20,5.860,100.389
3.148,45.807,0.24092,-9.20,5.857,100.445
3.148,45.752,0.24081,-9.10,5.854,100.324
3.148,45.844,0.24069,-9.00,5.851,100.527
3.148,45.860,0.24053,-9.00,5.847,100.562
3.149,45.847,0.24039,-8.90,5.843,100.534
3.149,45.808,0.24025,-8.80,5.840,100.449
3.149,45.860,0.24011,-8.80,5.836,100.562
3.149,45.836,0.23997,-8.70,5.833,100.510
3.150,45.809,0.23983,-8.70,5.829,100.451
3.150,45.845,0.23970,-8.60,5.826,100.530
3.150,45.829,0.23956,-8.60,5.822,100.495
3.151,45.844,0.23942,-8.60,5.819,100.527
3.151,45.918,0.23925,-8.50,5.814,100.690
3.151,45.891,0.23907,-8.40,5.810,100.630
3.151,45.872,0.23890,-8.40,5.805,100.588
3.152,45.896,0.23872,-8.30,5.801,100.642
3.152,45.898,0.23856,-8.10,5.797,100.646
3.152,45.897,0.23837,-8.10,5.792,100.642
3.153,45.890,0.23819,-8.00,5.787,100.629
3.153,45.873,0.23802,-7.90,5.783,100.590
3.153,45.887,0.23784,-7.90,5.779,100.620
3.153,45.910,0.23767,-7.80,5.774,100.671
3.154,45.903,0.23748,-7.70,5.770,100.656
3.154,45.888,0.23730,-7.70,5.765,100.624
3.154,45.901,0.23711,-7.60,5.760,100.652
3.154,45.872,0.23694,-7.50,5.756,100.589
3.155,45.868,0.23679,-7.50,5.752,100.579
3.155,45.895,0.23662,-7.40,5.748,100.639
3.155,45.853,0.23646,-7.30,5.743,100.547
3.156,45.848,0.23631,-7.30,5.740,100.536
3.156,45.870,0.23615,0.00,5.736,100.584
3.156,45.862,0.23600,-7.10,5.732,100.566
3.156,45.881,0.23584,-7.10,5.728,100.609
3.157,45.865,0.23567,-7.00,5.724,100.572
3.157,45.827,0.23552,-6.90,5.720,100.491
3.157,45.861,0.23537,-6.90,5.716,100.564
3.158,45.839,0.23522,-6.80,5.712,100.515
3.158,45.833,0.23507,-6.70,5.708,100.502
3.158,45.839,0.23492,-6.70,5.704,100.515
3.158,45.896,0.23476,-6.60,5.700,100.642
3.159,45.874,0.23459,-6.50,5.696,100.592
3.159,45.835,0.23443,-6.50,5.692,100.508
3.159,45.876,0.23428,-6.40,5.688,100.598
3.159,45.881,0.23411,-6.30,5.684,100.609
3.160,45.883,0.23394,-6.30,5.680,100.613
3.160,45.928,0.23376,-6.20,5.675,100.712
3.160,45.956,0.23356,0.00,5.670,100.772
3.161,45.942,0.23336,0.00,5.665,100.741
3.161,45.907,0.23317,-6.00,5.660,100.665
3.161,45.938,0.23298,-5.90,5.655,100.733
3.161,45.922,0.23278,-5.90,5.650,100.699
3.162,45.956,0.23257,-5.80,5.645,100.772
3.162,45.966,0.23236,-5.70,5.639,100.793
3.162,45.986,0.23213,-5.70,5.633,100.839
3.163,45.954,0.23189,-5.60,5.628,100.768
3.163,45.937,0.23168,-5.50,5.622,100.732
3.163,45.973,0.23146,-5.50,5.617,100.810
3.163,45.943,0.23124,-5.40,5.611,100.745
3.164,45.984,0.23103,-5.30,5.606,100.833
3.164,45.985,0.23080,-5.30,5.600,100.837
3.164,45.973,0.23058,-5.10,5.594,100.810
3.164,45.954,0.23035,0.00,5.588,100.768
3.165,45.923,0.23014,0.00,5.583,100.700
3.165,45.941,0.22993,-4.90,5.578,100.739
3.165,45.950,0.22973,-4.89,5.573,100.760
3.166,45.953,0.22952,-4.80,5.567,100.766
3.166,45.931,0.22931,-4.80,5.562,100.717
3.166,45.923,0.22913,-4.80,5.557,100.701
3.166,45.952,0.22892,-4.60,5.552,100.765
3.167,45.941,0.22872,-4.60,5.547,100.739
3.167,45.913,0.22853,-4.60,5.542,100.677
3.167,45.917,0.22835,-4.50,5.538,100.688
3.168,45.926,0.22816,-4.40,5.533,100.707
3.168,45.932,0.22798,-4.40,5.528,100.721
3.168,45.921,0.22778,-4.30,5.523,100.695
3.168,45.990,0.22757,-4.20,5.518,100.847
3.169,45.983,0.22735,-4.20,5.512,100.831
3.169,46.017,0.22710,-4.10,5.506,100.907
3.169,45.983,0.22685,-3.90,5.500,100.831
3.169,46.031,0.22659,-3.90,5.493,100.938
3.170,46.018,0.22633,-3.80,5.486,100.908
3.170,46.012,0.22607,-3.80,5.480,100.896
3.170,45.953,0.22582,-3.80,5.473,100.766
3.171,45.967,0.22558,-3.70,5.467,100.797
3.171,45.958,0.22536,0.00,5.462,100.777
3.171,45.939,0.22514,0.00,5.456,100.736
3.171,45.948,0.22492,-3.50,5.450,100.756
3.172,45.983,0.22470,-3.40,5.445,100.832
3.172,46.045,0.22443,-3.40,5.438,100.967
3.172,46.056,0.22417,-3.30,5.431,100.992
3.173,46.059,0.22391,-3.20,5.425,100.998
3.173,46.059,0.22363,-3.20,5.418,100.999
3.173,46.083,0.22335,-3.10,5.411,101.052
3.173,46.060,0.22306,-3.00,5.403,101.001
3.174,46.074,0.22278,-3.00,5.396,101.031
3.174,46.084,0.22249,-2.90,5.389,101.052
3.174,46.061,0.22222,-2.70,5.382,101.004
3.174,46.098,0.22194,-2.70,5.375,101.084
3.175,46.077,0.22165,-2.60,5.367,101.037
3.175,46.091,0.22135,0.00,5.360,101.069
3.175,46.022,0.22107,0.00,5.353,100.917
3.176,46.043,0.22082,0.00,5.346,100.964
3.176,46.040,0.22055,-2.40,5.339,100.956
3.176,46.012,0.22029,-2.40,5.333,100.895
3.176,46.005,0.22004,-2.30,5.326,100.879
3.177,46.090,0.21975,-2.20,5.319,101.067
3.177,46.111,0.21945,-2.20,5.311,101.113
3.177,46.110,0.21913,-2.10,5.303,101.110
3.178,46.113,0.21882,-1.90,5.296,101.118
3.178,46.127,0.21850,-1.90,5.287,101.147
3.178,46.178,0.21817,-1.80,5.279,101.260
3.178,46.178,0.21781,-1.80,5.270,101.260
3.179,46.166,0.21748,-1.80,5.261,101.233
3.179,46.142,0.21715,-1.70,5.253,101.181
3.179,46.136,0.21683,-1.60,5.245,101.166
3.179,46.109,0.21651,-1.60,5.237,101.109
3.180,46.104,0.21620,-1.50,5.229,101.097
3.180,46.123,0.21589,0.00,5.221,101.138
3.180,46.092,0.21558,0.00,5.213,101.071
3.181,46.099,0.21527,-1.30,5.205,101.086
3.181,46.104,0.21496,-1.10,5.197,101.098
3.181,46.138,0.21465,-1.10,5.189,101.172
3.181,46.185,0.21430,-1.10,5.181,101.276
3.182,46.190,0.21394,-1.10,5.172,101.285
3.182,46.154,0.21360,-1.00,5.163,101.206
3.182,46.145,0.21327,-0.90,5.155,101.187
3.183,46.150,0.21295,-0.90,5.146,101.198
3.183,46.206,0.21263,-0.80,5.138,101.322
3.183,46.160,0.21227,-0.70,5.129,101.220
3.183,46.200,0.21193,-0.70,5.120,101.308
3.184,46.174,0.21157,-0.60,5.111,101.250
3.184,46.209,0.21122,-0.50,5.102,101.328
3.184,46.234,0.21083,-0.50,5.093,101.382
3.184,46.242,0.21045,-0.40,5.083,101.399
3.185,46.288,0.21006,0.00,5.073,101.500
3.185,46.259,0.20964,0.00,5.062,101.438
3.185,46.177,0.20926,-0.20,5.053,101.256
3.186,46.181,0.20891,-0.10,5.044,101.265
3.186,46.220,0.20855,-0.10,5.035,101.351
3.186,46.272,0.20817,0.00,5.025,101.466
3.186,46.338,0.20775,0.10,5.014,101.610
3.187,46.360,0.20730,0.10,5.003,101.659
3.187,46.352,0.20685,0.20,4.991,101.642
3.187,46.357,0.20639,0.30,4.980,101.652
3.188,46.323,0.20594,0.30,4.968,101.578
3.188,46.374,0.20548,0.40,4.957,101.689
3.188,46.406,0.20500,0.50,4.944,101.760
3.188,46.435,0.20449,0.50,4.932,101.822
3.189,46.422,0.20399,0.60,4.919,101.795
3.189,46.424,0.20351,0.70,4.907,101.800
3.189,46.382,0.20302,0.70,4.894,101.708
3.189,46.383,0.20254,0.90,4.882,101.709
3.190,46.351,0.20207,1.00,4.870,101.638
3.190,46.331,0.20161,1.00,4.858,101.594
3.190,46.320,0.20117,1.10,4.847,101.571
3.191,46.348,0.20073,1.20,4.836,101.633
3.191,46.424,0.20026,1.20,4.824,101.798
3.191,46.434,0.19977,1.30,4.812,101.821
3.191,46.366,0.19928,1.40,4.799,101.671
3.192,46.358,0.19882,1.40,4.787,101.654
3.192,46.317,0.19838,1.50,4.776,101.564
3.192,46.347,0.19793,1.60,4.765,101.630
3.193,46.267,0.19750,1.60,4.754,101.455
3.193,46.254,0.19711,1.70,4.744,101.426
3.193,46.261,0.19672,1.80,4.734,101.442
3.193,46.311,0.19631,1.80,4.724,101.551
3.194,46.308,0.19589,1.90,4.713,101.544
3.194,46.311,0.19547,2.00,4.702,101.551
3.194,46.363,0.19502,2.00,4.691,101.665
3.194,46.351,0.19457,2.10,4.680,101.638
3.195,46.346,0.19413,2.20,4.668,101.627
3.195,46.363,0.19369,2.20,4.657,101.664
3.195,46.381,0.19322,2.30,4.645,101.704
3.196,46.357,0.19276,2.40,4.633,101.652
3.196,46.309,0.19231,2.40,4.622,101.547
3.196,46.373,0.19187,2.50,4.611,101.686
3.196,46.362,0.19141,2.60,4.599,101.662
3.197,46.350,0.19096,2.60,4.588,101.637
3.197,46.397,0.19049,2.70,4.576,101.740
3.197,46.395,0.19000,2.70,4.564,101.736
3.198,46.506,0.18948,2.70,4.550,101.979
3.198,46.536,0.18894,2.80,4.537,102.045
3.198,46.473,0.18839,2.80,4.523,101.907
3.198,46.465,0.18785,2.90,4.509,101.888
3.199,46.505,0.18730,3.00,4.495,101.975
3.199,46.499,0.18677,3.00,4.481,101.964
3.199,46.555,0.18621,3.10,4.467,102.086
3.199,46.584,0.18563,3.20,4.453,102.149
3.200,46.620,0.18503,3.20,4.437,102.228
3.200,46.539,0.18444,3.40,4.422,102.052
3.200,46.503,0.18389,3.50,4.408,101.972
3.201,46.531,0.18331,3.50,4.394,102.033
3.201,46.527,0.18276,3.60,4.379,102.024
3.201,46.490,0.18222,3.70,4.366,101.944
3.201,46.543,0.18167,3.70,4.352,102.060
3.202,46.547,0.18110,3.80,4.337,102.067
3.202,46.520,0.18054,3.90,4.323,102.009
3.202,46.546,0.17998,3.90,4.309,102.066
3.203,46.575,0.17942,4.00,4.295,102.131
3.203,46.590,0.17882,4.10,4.280,102.163
3.203,46.483,0.17826,4.10,4.265,101.929
3.203,46.469,0.17773,4.20,4.252,101.898
3.204,46.445,0.17722,4.30,4.239,101.845
3.204,46.409,0.17672,4.30,4.226,101.765
3.204,46.382,0.17626,4.40,4.214,101.706
3.204,46.366,0.17580,4.50,4.203,101.671
3.205,46.394,0.17534,4.50,4.191,101.733
3.205,46.425,0.17485,4.60,4.179,101.801
3.205,46.400,0.17436,4.70,4.166,101.746
3.206,46.417,0.17387,4.70,4.154,101.784
3.206,46.475,0.17337,4.80,4.141,101.911
3.206,46.474,0.17285,4.90,4.128,101.908
3.206,46.482,0.17232,4.90,4.114,101.925
3.207,46.543,0.17178,5.00,4.101,102.060
3.207,46.597,0.17121,5.10,4.086,102.179
3.207,46.577,0.17061,5.10,4.071,102.133
3.208,46.563,0.17002,5.20,4.056,102.104
3.208,46.564,0.16943,5.30,4.041,102.106
3.208,46.520,0.16887,5.30,4.027,102.010
3.208,46.511,0.16831,5.40,4.012,101.989
3.209,46.503,0.16776,5.50,3.998,101.971
3.209,46.485,0.16720,5.50,3.984,101.934
3.209,46.475,0.16667,5.60,3.971,101.911
3.209,46.442,0.16615,5.70,3.958,101.838
3.210,46.462,0.16565,5.70,3.945,101.882
3.210,46.396,0.16515,5.80,3.932,101.737
3.210,46.435,0.16464,5.90,3.919,101.822
3.211,46.391,0.16414,5.90,3.907,101.726
3.211,46.433,0.16365,6.00,3.894,101.818
3.211,46.396,0.16316,6.10,3.882,101.738
3.211,46.416,0.16269,6.10,3.870,101.780
3.212,46.352,0.16222,6.20,3.858,101.642
3.212,46.338,0.16178,6.30,3.847,101.610
3.212,46.375,0.16133,6.30,3.835,101.691
3.213,46.431,0.16085,6.40,3.823,101.813
3.213,46.415,0.16035,6.42,3.810,101.779
3.213,46.440,0.15984,6.50,3.797,101.834
3.213,46.400,0.15935,6.60,3.785,101.746
3.214,46.366,0.15887,6.60,3.773,101.671
3.214,46.357,0.15841,6.70,3.761,101.651
3.214,46.349,0.15795,6.80,3.749,101.634
3.214,46.363,0.15751,6.80,3.738,101.664
3.215,46.349,0.15706,6.90,3.727,101.633
3.215,46.364,0.15661,7.00,3.715,101.667
3.215,46.344,0.15617,7.00,3.704,101.623
3.216,46.292,0.15574,7.10,3.693,101.510
3.216,46.320,0.15533,7.20,3.683,101.571
3.216,46.317,0.15488,7.20,3.671,101.565
3.216,46.335,0.15444,7.30,3.660,101.603
3.217,46.382,0.15399,7.40,3.649,101.706
3.217,46.370,0.15352,7.40,3.637,101.681
3.217,46.331,0.15308,7.50,3.626,101.594
3.218,46.341,0.15262,7.60,3.614,101.617
3.218,46.349,0.15217,7.60,3.603,101.635
3.218,46.296,0.15173,7.80,3.591,101.518
3.218,46.296,0.15131,7.90,3.581,101.519
3.219,46.274,0.15089,7.90,3.570,101.469
3.219,46.289,0.15046,8.00,3.559,101.503
3.219,46.299,0.15004,8.10,3.548,101.525
3.219,46.394,0.14959,8.10,3.537,101.732
3.220,46.332,0.14913,8.20,3.525,101.596
3.220,46.311,0.14869,8.30,3.514,101.550
3.220,46.235,0.14830,8.30,3.504,101.384
3.221,46.243,0.14791,8.40,3.494,101.402
3.221,46.216,0.14753,8.50,3.485,101.343
3.221,46.186,0.14715,8.50,3.475,101.277
3.221,46.216,0.14679,8.60,3.466,101.344
3.222,46.139,0.14644,8.70,3.457,101.173
3.222,46.178,0.14610,8.70,3.448,101.259
3.222,46.229,0.14575,8.80,3.440,101.371
3.223,46.241,0.14537,8.90,3.430,101.397
3.223,46.200,0.14500,8.90,3.420,101.308
3.223,46.155,0.14465,9.00,3.411,101.210
3.223,46.202,0.14429,9.10,3.402,101.312
3.224,46.201,0.14393,9.10,3.393,101.310
3.224,46.210,0.14357,9.20,3.384,101.330
3.224,46.244,0.14319,9.20,3.374,101.403
3.224,46.206,0.14282,9.20,3.365,101.321
3.225,46.230,0.14244,9.30,3.355,101.374
3.225,46.204,0.14207,9.40,3.346,101.317
3.225,46.202,0.14171,9.40,3.337,101.312
3.226,46.215,0.14135,9.50,3.328,101.340
3.226,46.203,0.14098,9.60,3.318,101.315
3.226,46.172,0.14062,9.60,3.309,101.245
3.226,46.269,0.14023,9.70,3.299,101.459
3.227,46.249,0.13983,9.80,3.289,101.415
3.227,46.248,0.13944,9.80,3.279,101.412
3.227,46.268,0.13904,9.90,3.269,101.456
3.228,46.224,0.13866,10.00,3.259,101.360
3.228,46.236,0.13828,10.00,3.250,101.387
3.228,46.232,0.13789,10.10,3.240,101.378
3.228,46.191,0.13754,10.30,3.231,101.288
3.229,46.143,0.13719,10.30,3.222,101.184
3.229,46.150,0.13685,10.40,3.213,101.199
3.229,46.133,0.13652,10.40,3.205,101.160
3.229,46.270,0.13617,10.40,3.196,101.460
3.230,46.295,0.13576,10.60,3.186,101.516
3.230,46.217,0.13538,10.60,3.176,101.344
3.230,46.153,0.13503,10.60,3.167,101.205
3.231,46.145,0.13470,10.70,3.159,101.188
3.231,46.174,0.13436,10.70,3.150,101.251
3.231,46.084,0.13403,10.90,3.142,101.054
3.231,46.123,0.13374,11.00,3.134,101.138
3.232,46.179,0.13341,11.00,3.126,101.261
3.232,46.167,0.13307,11.10,3.117,101.234
3.232,46.101,0.13274,11.20,3.109,101.089
3.233,46.157,0.13243,11.20,3.101,101.214
3.233,46.109,0.13210,11.30,3.093,101.109
3.233,46.086,0.13179,11.40,3.085,101.057
3.233,46.034,0.13151,11.40,3.078,100.943
3.234,46.044,0.13125,11.50,3.071,100.966
3.234,46.049,0.13098,11.60,3.064,100.977
3.234,46.091,0.13068,11.60,3.057,101.069
3.234,46.112,0.13038,11.70,3.049,101.115
3.235,46.100,0.13008,11.80,3.041,101.089
3.235,46.124,0.12978,11.80,3.034,101.141
3.235,46.078,0.12949,11.90,3.027,101.041
3.236,46.124,0.12920,12.00,3.019,101.141
3.236,46.111,0.12889,12.00,3.011,101.111
3.236,46.043,0.12860,12.10,3.004,100.964
3.236,46.074,0.12834,12.20,2.997,101.030
3.237,46.022,0.12808,12.20,2.991,100.917
3.237,46.026,0.12783,12.30,2.984,100.926
3.237,45.980,0.12758,12.40,2.978,100.826
3.238,46.027,0.12733,12.40,2.972,100.927
3.238,46.015,0.12709,12.50,2.965,100.901
3.238,46.062,0.12683,12.60,2.959,101.004
3.238,46.092,0.12654,12.60,2.952,101.071
3.239,46.057,0.12625,12.70,2.944,100.995
3.239,46.029,0.12599,12.80,2.938,100.933
3.239,46.078,0.12572,12.80,2.931,101.041
3.239,46.088,0.12543,12.90,2.923,101.061
3.240,46.063,0.12514,13.00,2.916,101.008
3.240,46.032,0.12487,13.00,2.909,100.939
3.240,46.072,0.12459,13.00,2.902,101.028
3.241,46.075,0.12430,13.10,2.895,101.033
3.241,46.107,0.12400,13.10,2.887,101.103
3.241,46.048,0.12370,13.20,2.879,100.975
3.241,46.080,0.12341,13.40,2.872,101.045
3.242,46.074,0.12313,13.40,2.865,101.031
3.242,46.158,0.12284,13.50,2.858,101.215
3.242,46.101,0.12252,13.60,2.849,101.092
3.243,46.054,0.12221,13.60,2.842,100.988
3.243,46.113,0.12191,13.70,2.834,101.117
3.243,46.062,0.12162,13.80,2.827,101.006
3.243,46.076,0.12134,13.80,2.820,101.036
3.244,46.084,0.12105,13.90,2.812,101.054
3.244,46.055,0.12076,14.00,2.805,100.990
3.244,46.063,0.12047,14.00,2.797,101.008
3.244,46.044,0.12020,14.10,2.791,100.966
3.245,46.040,0.11994,14.20,2.784,100.958
3.245,46.003,0.11969,14.20,2.778,100.876
3.245,46.013,0.11944,14.30,2.771,100.898
3.246,45.993,0.11919,14.30,2.765,100.855
3.246,45.959,0.11896,14.40,2.759,100.779
3.246,45.980,0.11873,14.50,2.753,100.826
3.246,46.017,0.11848,14.50,2.747,100.906
3.247,46.002,0.11822,14.60,2.740,100.874
3.247,46.017,0.11795,14.70,2.733,100.905
3.247,46.008,0.11769,14.70,2.727,100.886
3.248,46.014,0.11745,14.80,2.721,100.900
3.248,46.073,0.11720,14.90,2.714,101.029
3.248,46.030,0.11694,14.90,2.708,100.935
3.248,46.020,0.11670,15.00,2.702,100.914
3.249,45.989,0.11645,15.10,2.695,100.844
3.249,46.005,0.11620,15.10,2.689,100.880
3.249,46.016,0.11596,15.20,2.683,100.904
3.249,45.975,0.11572,15.30,2.677,100.814
3.250,46.004,0.11549,15.30,2.671,100.878
3.250,45.980,0.11525,15.40,2.665,100.824
3.250,46.013,0.11502,15.60,2.659,100.898
3.251,45.985,0.11478,15.60,2.653,100.835
3.251,45.930,0.11456,15.70,2.647,100.715
3.251,45.939,0.11436,15.70,2.642,100.735
3.251,46.010,0.11414,15.70,2.637,100.891
3.252,45.941,0.11392,15.80,2.631,100.740
3.252,45.921,0.11370,15.90,2.626,100.695
3.252,45.943,0.11350,15.90,2.620,100.745
3.253,45.942,0.11329,16.00,2.615,100.743
3.253,45.935,0.11308,16.10,2.610,100.726
3.253,45.949,0.11285,16.10,2.604,100.757
3.253,45.961,0.11264,16.20,2.598,100.783
3.254,45.995,0.11241,16.30,2.593,100.858
3.254,45.961,0.11216,16.30,2.586,100.784
3.254,45.982,0.11194,16.40,2.581,100.830
3.254,46.005,0.11172,16.50,2.575,100.880
3.255,45.992,0.11148,16.50,2.569,100.851
3.255,45.979,0.11124,16.60,2.563,100.822
3.255,45.944,0.11103,16.70,2.558,100.747
3.256,45.954,0.11082,16.70,2.552,100.768
3.256,45.977,0.11061,16.80,2.547,100.818
3.256,45.955,0.11038,16.90,2.541,100.771
3.256,45.965,0.11015,16.90,2.535,100.791
3.257,45.878,0.10996,17.00,2.530,100.602
3.257,45.943,0.10978,17.10,2.526,100.743
3.257,45.950,0.10958,17.10,2.521,100.759
3.258,45.959,0.10936,17.20,2.515,100.778
3.258,45.982,0.10915,17.30,2.510,100.830
3.258,46.007,0.10893,17.30,2.504,100.884
3.258,46.033,0.10869,17.40,2.498,100.942
3.259,45.975,0.10846,17.50,2.492,100.815
3.259,45.962,0.10824,17.50,2.487,100.785
3.259,45.985,0.10802,17.60,2.481,100.835
3.259,45.945,0.10778,17.70,2.475,100.748
3.260,45.960,0.10757,17.70,2.470,100.782
3.260,45.921,0.10736,17.80,2.464,100.695
3.260,45.951,0.10717,17.90,2.459,100.762
3.261,45.936,0.10694,17.90,2.454,100.728
3.261,45.924,0.10674,18.10,2.449,100.702
3.261,46.031,0.10651,18.10,2.443,100.937
3.261,45.943,0.10627,18.10,2.437,100.745
3.262,45.890,0.10608,18.20,2.432,100.629
3.262,45.899,0.10591,18.20,2.427,100.648
3.262,45.934,0.10571,18.30,2.422,100.723
3.263,45.947,0.10548,18.40,2.417,100.753
3.263,45.949,0.10528,18.40,2.412,100.757
3.263,45.954,0.10507,18.50,2.406,100.768
3.263,45.942,0.10486,18.60,2.401,100.742
3.264,45.969,0.10466,18.60,2.396,100.802
3.264,45.929,0.10446,18.70,2.391,100.713
3.264,45.938,0.10426,18.80,2.386,100.733
3.264,45.919,0.10407,18.80,2.381,100.691
3.265,45.922,0.10388,18.90,2.376,100.698
3.265,45.922,0.10369,19.00,2.371,100.697
3.265,45.951,0.10350,19.00,2.366,100.761
3.266,45.978,0.10328,19.10,2.361,100.820
3.266,45.958,0.10307,19.20,2.355,100.778
3.266,45.944,0.10285,19.20,2.350,100.746
3.266,45.935,0.10263,19.40,2.344,100.726
3.267,45.912,0.10243,19.40,2.339,100.675
3.267,45.910,0.10222,19.40,2.334,100.673
3.267,45.933,0.10202,19.60,2.329,100.723
3.268,45.953,0.10181,19.60,2.324,100.767
